"ID DEPATAMENTO","DEPARTAMENTO","ID MUNICIPIO","MUNICIPIO","ID LOCALIDAD","LOCALIDAD","AÑO SERVICIO","MES SERVICIO","ENERGÍA ACTIVA","ENERGÍA REACTIVA","POTENCIA MÁXIMA","DÍA DE DEMANDA MÁXIMA","FECHA DE DEMANDA MÁXIMA","PROMEDIO DIARIO EN HORAS"
"52","NARIÑO","52835","SAN ANDRÉS DE TUMACO","52835016","PITAL DE LA COSTA (TUMACO - NARIÑO)","2021","08","20,977","11,894","96","martes","2021 Aug 31 07:30:00 PM","8.56"
"52","NARIÑO","52835","SAN ANDRÉS DE TUMACO","52835217","SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO)","2021","08","23,247","8,498","134.4","sábado","2021 Aug 21 06:45:00 PM","7.41"
"52","NARIÑO","52696","SANTA BÁRBARA (ISCUANDÉ)","52696014","LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO)","2021","08","2,474","1,349","17.54","domingo","2021 Aug 01 08:00:00 PM","5.4"
"52","NARIÑO","52696","SANTA BÁRBARA (ISCUANDÉ)","52696022","SECADERO (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO)","2021","08","2,899","2,219","14.54","sábado","2021 Aug 21 12:15:00 AM","8.57"
"86","PUTUMAYO","86573","PUERTO LEGUÍZAMO","86573009","PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO)","2021","08","4,394","2,594","28.8","sábado","2021 Aug 28 06:30:00 PM","7"
"86","PUTUMAYO","86573","PUERTO LEGUÍZAMO","86573000","PUERTO LEGUÍZAMO (PUERTO LEGUÍZAMO - PUTUMAYO)","2021","08","961,358","369,644","1,975.95","jueves","2021 Aug 26 02:15:00 PM","23.59"
"76","VALLE DEL CAUCA","76109","BUENAVENTURA","76109032","SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA)","2021","08","5,921","2,588","30.14","lunes","2021 Aug 30 11:30:00 PM","8"
"97","VAUPÉS","97161","CARURÚ","97161000","CARURÚ (CARURÚ - VAUPÉS)","2021","08","19,390","3,104","74.45","martes","2021 Aug 24 07:00:00 PM","12.19"
"97","VAUPÉS","97001","MITÚ","97001000","MITÚ (MITÚ - VAUPÉS)","2021","08","1,273,403","390,768","2,696.34","miércoles","2021 Aug 11 11:45:00 PM","23.58"
"97","VAUPÉS","97666","TARAIRA","97666000","TARAIRA (TARAIRA - VAUPÉS)","2021","08","30,762","9,153","123.46","martes","2021 Aug 24 12:30:00 AM","10.5"
"99","VICHADA","99773","CUMARIBO","99773000","CUMARIBO (CUMARIBO - VICHADA)","2021","08","294,302","126,008","662.2","jueves","2021 Aug 26 02:45:00 PM","23.59"
"99","VICHADA","99524","LA PRIMAVERA","99524000","LA PRIMAVERA (LA PRIMAVERA - VICHADA)","2021","08","312,980","139,626","611.82","miércoles","2021 Aug 18 03:45:00 PM","23.59"
"99","VICHADA","99001","PUERTO CARREÑO","99001002","CASUARITO (PUERTO CARREÑO - VICHADA)","2021","08","23,993","9,524","114.05","domingo","2021 Aug 29 07:00:00 PM","8.49"
"99","VICHADA","99001","PUERTO CARREÑO","99001000","PUERTO CARREÑO (PUERTO CARREÑO - VICHADA)","2021","08","2,225,164","745,045","4,172.08","viernes","2021 Aug 27 01:15:00 PM","24"
"99","VICHADA","99624","SANTA ROSALÍA","99624000","SANTA ROSALÍA (SANTA ROSALÍA - VICHADA)","2021","08","134,645","70,101","346.37","jueves","2021 Aug 26 06:45:00 PM","18.12"
"91","AMAZONAS","91001","LETICIA","91001000","LETICIA (LETICIA - AMAZONAS)","2021","07","3,468,354","1,081,769","6,995.84","viernes","2021 Jul 23 02:30:00 PM","24"
"91","AMAZONAS","91540","PUERTO NARIÑO","91540000","PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS)","2021","07","101,229","35,227","216.48","viernes","2021 Jul 09 07:00:00 PM","24"
"91","AMAZONAS","91798","TARAPACÁ (ANM)","91798000","TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS)","2021","07","22,753","10,194","83.81","viernes","2021 Jul 23 07:30:00 PM","10.16"
"5","ANTIOQUIA","5873","VIGÍA DEL FUERTE","5873002","VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA)","2021","07","5,563","339","41.95","miércoles","2021 Jul 07 07:15:00 PM","8.15"
"5","ANTIOQUIA","5873","VIGÍA DEL FUERTE","5873000","VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA)","2021","07","107,662","47,536","312.22","miércoles","2021 Jul 07 07:15:00 PM","12.59"
"88","ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA","88001","SAN ANDRÉS","88001000","SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA)","2021","07","17,991,705","4,904,871","29,462.66","lunes","2021 Jul 19 03:45:00 PM","24"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001007","ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR)","2021","07","28,819","15,362","172.02","sábado","2021 Jul 17 10:45:00 PM","7.09"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001037","ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR)","2021","07","6,984","2,342","21.15","domingo","2021 Jul 04 02:15:00 PM","14.37"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001017","SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR)","2021","07","20,586","7,161","48.42","martes","2021 Jul 13 10:30:00 PM","18.7"
"18","CAQUETÁ","18150","CARTAGENA DEL CHAIRÁ","18150001","REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ)","2021","07","15,208","6,995","75.91","sábado","2021 Jul 17 06:30:00 PM","9"
"18","CAQUETÁ","18753","SAN VICENTE DEL CAGUÁN","18753002","GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ)","2021","07","10,049","5,073","40.03","sábado","2021 Jul 24 07:15:00 PM","17.7"
"18","CAQUETÁ","18753","SAN VICENTE DEL CAGUÁN","18753015","GUAYABAL (SAN VICENTE DEL CAGUÁN - CAQUETÁ)","2021","07","5,762","2,817","37.36","sábado","2021 Jul 10 12:15:00 AM","6.4"
"18","CAQUETÁ","18753","SAN VICENTE DEL CAGUÁN","18753009","PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ)","2021","07","5,230","2,088","42.8","jueves","2021 Jul 08 07:30:00 PM","5.3"
"85","CASANARE","85430","TRINIDAD","85430001","BOCAS DEL PAUTO (TRINIDAD - CASANARE)","2021","07","12,206","6,910","86.46","sábado","2021 Jul 17 07:00:00 PM","6.17"
"19","CAUCA","19318","GUAPI","19318008","LIMONES (GUAPI - CAUCA)","2021","07","8,397","3,349","35.81","viernes","2021 Jul 02 07:00:00 PM","9.33"
"19","CAUCA","19318","GUAPI","19318013","SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA)","2021","07","11,919","5,301","48.77","miércoles","2021 Jul 21 07:00:00 PM","9.46"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418024","BETANIA - NAYA (LÓPEZ (MICAY) - CAUCA)","2021","07","5,777","2,059","30.12","domingo","2021 Jul 25 07:00:00 PM","7.24"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418033","BOCA GRANDE (LÓPEZ (MICAY) - CAUCA)","2021","07","4,135","854","29.56","martes","2021 Jul 06 07:15:00 PM","5.31"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418038","ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA)","2021","07","3,920","1,615","24.22","viernes","2021 Jul 30 07:00:00 PM","6.29"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418007","LA CONCHA - CONCEPCIÓN NAYA (LOPEZ (MICAY) - CAUCA)","2021","07","1,034","247","14.32","sábado","2021 Jul 31 06:15:00 PM","3.08"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418009","NOANAMITO (LÓPEZ DE MICAY - CAUCA)","2021","07","7,660","2,416","40","sábado","2021 Jul 31 09:00:00 PM","8.11"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418012","SAN ANTONIO DE CHUARÉ (LÓPEZ DE MICAY - CAUCA)","2021","07","7,440","2,566","55.55","domingo","2021 Jul 25 07:30:00 PM","5.26"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418015","SAN ISIDRO (LÓPEZ DE MICAY - CAUCA)","2021","07","897","334","5.98","sábado","2021 Jul 31 05:30:00 PM","6.23"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418019","ZARAGOZA (LOPEZ DE MICAY - CAUCA)","2021","07","9,865","4,618","70.4","viernes","2021 Jul 23 08:30:00 PM","7.14"
"19","CAUCA","19809","TIMBIQUÍ","19809010","COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA)","2021","07","5,521","2,254","33.82","jueves","2021 Jul 15 08:30:00 PM","6.25"
"19","CAUCA","19809","TIMBIQUÍ","19809003","COTEJE (TIMBIQUÍ - CAUCA)","2021","07","7,378","4,256","34.84","sábado","2021 Jul 10 07:30:00 PM","8.03"
"19","CAUCA","19809","TIMBIQUÍ","19809026","LOS BRAZOS (TIMBIQUÍ - CAUCA)","2021","07","8,936","1,727","46.87","sábado","2021 Jul 17 07:30:00 PM","7.14"
"19","CAUCA","19809","TIMBIQUÍ","19809023","PUERTO SAIJA (TIMBIQUÍ - CAUCA)","2021","07","26,959","9,298","172.13","miércoles","2021 Jul 28 07:15:00 PM","5.54"
"19","CAUCA","19809","TIMBIQUÍ","19809007","SAN JOSÉ (TIMBIQUÍ - CAUCA)","2021","07","7,033","4,386","40.25","martes","2021 Jul 27 07:45:00 PM","6.36"
"19","CAUCA","19809","TIMBIQUÍ","19809008","SANTA MARÍA (TIMBIQUÍ - CAUCA)","2021","07","15,828","6,815","67.97","jueves","2021 Jul 15 09:00:00 PM","9.28"
"19","CAUCA","19809","TIMBIQUÍ","19809009","SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA)","2021","07","4,556","2,748","25.66","martes","2021 Jul 13 07:00:00 PM","7.6"
"27","CHOCÓ","27006","ACANDÍ","27006000","ACANDÍ (ACANDÍ - CHOCÓ)","2021","07","514,513","198,418","1,253.3","viernes","2021 Jul 23 07:45:00 PM","18.53"
"27","CHOCÓ","27006","ACANDÍ","27006003","CAPURGANÁ (ACANDÍ - CHOCO)","2021","07","337,622","128,121","818.4","domingo","2021 Jul 04 08:00:00 PM","18.51"
"27","CHOCÓ","27006","ACANDÍ","27006007","SAN FRANCISCO (ACANDÍ - CHOCÓ)","2021","07","24,539","8,898","122.83","lunes","2021 Jul 19 07:45:00 PM","8.44"
"27","CHOCÓ","27025","ALTO BAUDÓ (PIE DE PATO)","27025000","CIUDAD BAUDÓ - PIE DE PATO (ALTO BAUDÓ - CHOCÓ)","2021","07","49,047","14,855","118.98","lunes","2021 Jul 19 12:00:00 AM","23.58"
"27","CHOCÓ","27075","BAHÍA SOLANO (MUTIS)","27075000","CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ)","2021","07","674,516","236,268","1,286.56","jueves","2021 Jul 22 07:45:00 PM","23.52"
"27","CHOCÓ","27075","BAHÍA SOLANO (MUTIS)","27075001","CUPICA (BAHÍA SOLANO - CHOCÓ)","2021","07","59,119","20,817","139.51","lunes","2021 Jul 12 07:30:00 PM","21.49"
"27","CHOCÓ","27075","BAHÍA SOLANO (MUTIS)","27075002","EL VALLE (BAHÍA SOLANO - CHOCÓ)","2021","07","159,362","65,978","338.45","jueves","2021 Jul 22 07:30:00 PM","23.46"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077011","PILIZA (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","2021","07","5,959","5,988","35.2","viernes","2021 Jul 02 07:00:00 PM","6.2"
"27","CHOCÓ","27077","BAJO BAUDÓ (PIZARRO)","27077000","PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ)","2021","07","206,504","102,075","401.28","martes","2021 Jul 06 07:15:00 PM","23.48"
"27","CHOCÓ","27099","BOJAYÁ (BELLAVISTA)","27099000","BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ)","2021","07","84,736","24,667","258.3","lunes","2021 Jul 05 07:00:00 PM","14.4"
"27","CHOCÓ","27099","BOJAYÁ (BELLAVISTA)","27099002","LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ)","2021","07","11,242","5,062","64","jueves","2021 Jul 08 07:30:00 PM","8.1"
"27","CHOCÓ","27099","BOJAYÁ (BELLAVISTA)","27099005","NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ)","2021","07","10,215","3,108","64","viernes","2021 Jul 09 07:30:00 PM","6.12"
"27","CHOCÓ","27099","BOJAYÁ (BELLAVISTA)","27099008","PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO)","2021","07","9,421","2,585","74.4","jueves","2021 Jul 22 07:15:00 PM","5.03"
"27","CHOCÓ","27250","EL LITORAL DEL SAN JUAN","27250000","SANTA GENOVEVA DE DOCORDÓ (EL LITORAL DEL SAN JUAN - CHOCÓ)","2021","07","70,378","39,934","168.96","viernes","2021 Jul 16 01:30:00 PM","17.52"
"27","CHOCÓ","27372","JURADÓ","27372000","JURADÓ (JURADÓ - CHOCÓ)","2021","07","161,638","74,315","303.36","miércoles","2021 Jul 07 07:45:00 PM","23.31"
"27","CHOCÓ","27425","MEDIO ATRATO (BETÉ)","27425000","BETÉ (MEDIO ATRATO (BETÉ) - CHOCÓ)","2021","07","20,289","10,538","84","miércoles","2021 Jul 21 07:45:00 PM","11.59"
"27","CHOCÓ","27425","MEDIO ATRATO (BETÉ)","27425008","SAN ROQUE (MEDIO ATRATO (BETÉ) - CHOCÓ)","2021","07","3,181","889","27.58","jueves","2021 Jul 15 07:15:00 PM","4.34"
"27","CHOCÓ","27495","NUQUÍ","27495001","ARUSÍ (NUQUÍ - CHOCO)","2021","07","10,999","5,376","48","viernes","2021 Jul 09 08:00:00 PM","9.12"
"27","CHOCÓ","27495","NUQUÍ","27495912","COMUNIDAD INDÍGENA DE PANGUÍ - EL YUCAL (NUQUÍ - CHOCÓ)","2021","07","7,175","2,445","11.23","sábado","2021 Jul 24 05:45:00 PM","22.46"
"27","CHOCÓ","27495","NUQUÍ","27495000","NUQUÍ (NUQUÍ - CHOCÓ)","2021","07","250,756","76,581","505.47","jueves","2021 Jul 15 07:45:00 PM","23.28"
"27","CHOCÓ","27495","NUQUÍ","27495011","PUERTO JAGUA (NUQUÍ - CHOCÓ)","2021","07","426","75","3.48","jueves","2021 Jul 01 09:00:00 PM","5.43"
"27","CHOCÓ","27001","QUIBDÓ","27001029","TAGACHI (QUIBDÓ - CHOCÓ)","2021","07","8,633","2,975","41.23","lunes","2021 Jul 26 01:15:00 PM","8.15"
"27","CHOCÓ","27800","UNGUÍA","27800001","BALBOA (UNGUÍA - CHOCÓ)","2021","07","21,354","8,561","87.38","sábado","2021 Jul 17 07:45:00 PM","9.54"
"27","CHOCÓ","27800","UNGUÍA","27800005","TITUMATE (UNGUÍA - CHOCÓ)","2021","07","18,246","5,516","94.07","miércoles","2021 Jul 07 08:30:00 PM","9.26"
"27","CHOCÓ","27800","UNGUÍA","27800000","UNGUÍA (UNGUÍA - CHOCÓ)","2021","07","426,751","151,030","911.86","lunes","2021 Jul 19 08:30:00 PM","21.59"
"94","GUAINÍA","94343","BARRANCOMINAS","94343000","BARRANCOMINAS (BARRANCOMINAS - GUAINÍA)","2021","07","53,463","17,307","161.95","miércoles","2021 Jul 21 07:00:00 PM","13.48"
"94","GUAINÍA","94001","INÍRIDA","94001000","INÍRIDA (INÍRIDA - GUAINÍA)","2021","07","1,539,048","517,740","2,970.88","jueves","2021 Jul 29 02:45:00 PM","24"
"95","GUAVIARE","95200","MIRAFLORES","95200000","MIRAFLORES (MIRAFLORES - GUAVIARE)","2021","07","72,315","24,881","168.96","viernes","2021 Jul 23 06:46:00 PM","19.9"
"47","MAGDALENA","47189","CIÉNAGA","47189018","PALMOR (CIÉNAGA - MAGDALENA)","2021","07","80,159","30,431","166.4","domingo","2021 Jul 04 12:45:00 AM","21.51"
"50","META","50325","MAPIRIPÁN","50325000","MAPIRIPÁN (MAPIRIPÁN - META)","2021","07","149,997","59,258","308.88","miércoles","2021 Jul 28 06:45:00 PM","23.56"
"52","NARIÑO","52250","EL CHARCO","52250016","ALTERÓN (URIBE URIBE) (EL CHARCO - NARIÑO)","2021","07","1,321","238","18.14","martes","2021 Jul 27 06:45:00 PM","5.57"
"52","NARIÑO","52250","EL CHARCO","52250023","BAZÁN (EL CHARCO - NARIÑO)","2021","07","18,182","8,786","100.8","viernes","2021 Jul 30 08:15:00 PM","7.24"
"52","NARIÑO","52250","EL CHARCO","52250003","BOLÍVAR - SAN PEDRO (EL CHARCO - NARIÑO)","2021","07","3,677","2,501","22.24","jueves","2021 Jul 15 07:15:00 PM","6.13"
"52","NARIÑO","52250","EL CHARCO","52250022","EL CUIL PUEBLO NUEVO (EL CHARCO - NARIÑO)","2021","07","5,563","7,257","28.22","viernes","2021 Jul 09 07:30:00 PM","7.36"
"52","NARIÑO","52250","EL CHARCO","52250005","LAS MERCEDES (EL CHARCO - NARIÑO)","2021","07","1,921","805","15.87","sábado","2021 Jul 10 07:00:00 PM","3.41"
"52","NARIÑO","52250","EL CHARCO","52250007","SAN JOSÉ DEL TAPAJE (EL CHARCO - NARIÑO)","2021","07","16,244","4,164","80","sábado","2021 Jul 31 09:15:00 PM","8.04"
"52","NARIÑO","52520","FRANCISCO PIZARRO","52520013","SAN PEDRO DEL VINO (FRANCISCO PIZARRO - NARIÑO)","2021","07","4,411","2,141","29.06","sábado","2021 Jul 10 07:15:00 PM","6.3"
"52","NARIÑO","52390","LA TOLA","52390005","AGUACATAL (LA TOLA - NARIÑO)","2021","07","2,053","424","13.55","jueves","2021 Jul 15 06:45:00 PM","6.25"
"52","NARIÑO","52390","LA TOLA","52390013","AMÁRALES (LA TOLA - NARIÑO)","2021","07","7,561","2,063","58.98","miércoles","2021 Jul 21 08:00:00 PM","5.29"
"52","NARIÑO","52390","LA TOLA","52390003","LA VIGÍA DE LA MAR (LA TOLA - NARIÑO)","2021","07","6,297","2,533","30.4","sábado","2021 Jul 03 12:30:00 AM","8.58"
"52","NARIÑO","52390","LA TOLA","52390009","MULATOS (LA TOLA - NARIÑO)","2021","07","4,832","3,888","38.02","miércoles","2021 Jul 21 07:15:00 PM","6.24"
"52","NARIÑO","52390","LA TOLA","52390016","SAN PABLO DEL MAR (LA TOLA - NARIÑO)","2021","07","5,049","1,511","28.67","jueves","2021 Jul 08 06:45:00 PM","7.04"
"52","NARIÑO","52473","MOSQUERA","52473010","EL BAJITO DE ECHANDÍA (MOSQUERA - NARIÑO)","2021","07","3,705","821","15.07","jueves","2021 Jul 08 06:30:00 PM","9.11"
"52","NARIÑO","52490","OLAYA HERRERA","52490913","BOCA DE PRIETA (OLAYA HERRERA - NARIÑO)","2021","07","3,654","996","19.25","viernes","2021 Jul 16 07:45:00 PM","7.11"
"52","NARIÑO","52835","SAN ANDRÉS DE TUMACO","52835055","BOCAS DE CURAY (TUMACO - NARIÑO)","2021","07","8,487","2,807","55.2","jueves","2021 Jul 15 06:30:00 PM","6.33"
"52","NARIÑO","52835","SAN ANDRÉS DE TUMACO","52835016","PITAL DE LA COSTA (TUMACO - NARIÑO)","2021","07","19,896","11,314","100","sábado","2021 Jul 31 12:00:00 AM","8.45"
"52","NARIÑO","52835","SAN ANDRÉS DE TUMACO","52835217","SAN JUAN DE LA COSTA (SAN ANDRÉS DE TUMACO - NARIÑO)","2021","07","24,442","8,274","134.4","viernes","2021 Jul 23 06:30:00 PM","8.01"
"52","NARIÑO","52696","SANTA BÁRBARA (ISCUANDÉ)","52696014","LA ENSENADA (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO)","2021","07","1,956","1,972","18.46","miércoles","2021 Jul 28 07:45:00 PM","4.55"
"52","NARIÑO","52696","SANTA BÁRBARA (ISCUANDÉ)","52696017","SANTA RITA (SANTA BARBARA (ISCUANDÉ) - NARIÑO)","2021","07","3,384","1,769","26.28","jueves","2021 Jul 22 07:15:00 PM","4.36"
"52","NARIÑO","52696","SANTA BÁRBARA (ISCUANDÉ)","52696022","SECADERO (SANTA BÁRBARA (ISCUANDÉ) - NARIÑO)","2021","07","2,704","1,945","13.44","martes","2021 Jul 27 06:30:00 PM","8.54"
"86","PUTUMAYO","86573","PUERTO LEGUÍZAMO","86573009","PIÑUÑA NEGRO (PUERTO LEGUÍZAMO - PUTUMAYO)","2021","07","4,350","2,478","28.8","sábado","2021 Jul 31 08:00:00 PM","6.48"
"86","PUTUMAYO","86573","PUERTO LEGUÍZAMO","86573000","PUERTO LEGUÍZAMO (PUERTO LEGUÍZAMO - PUTUMAYO)","2021","07","861,962","342,040","1,778.74","jueves","2021 Jul 08 02:30:00 PM","23.42"
"76","VALLE DEL CAUCA","76109","BUENAVENTURA","76109032","SAN FRANCISCO NAYA (BUENAVENTURA - VALLE DEL CAUCA)","2021","07","5,823","2,633","28.51","miércoles","2021 Jul 07 11:45:00 PM","8.05"
"97","VAUPÉS","97161","CARURÚ","97161000","CARURÚ (CARURÚ - VAUPÉS)","2021","07","17,752","2,813","71.37","jueves","2021 Jul 29 07:15:00 PM","12.16"
"97","VAUPÉS","97001","MITÚ","97001000","MITÚ (MITÚ - VAUPÉS)","2021","07","1,221,413","377,485","2,559.94","jueves","2021 Jul 29 11:45:00 PM","24"
"97","VAUPÉS","97666","TARAIRA","97666000","TARAIRA (TARAIRA - VAUPÉS)","2021","07","28,872","8,920","121.88","martes","2021 Jul 27 12:30:00 AM","10.49"
"99","VICHADA","99773","CUMARIBO","99773000","CUMARIBO (CUMARIBO - VICHADA)","2021","07","278,417","122,022","609.84","martes","2021 Jul 13 02:45:00 PM","23.32"
"99","VICHADA","99524","LA PRIMAVERA","99524000","LA PRIMAVERA (LA PRIMAVERA - VICHADA)","2021","07","302,496","137,297","576.36","lunes","2021 Jul 12 06:30:00 PM","24"
"99","VICHADA","99001","PUERTO CARREÑO","99001002","CASUARITO (PUERTO CARREÑO - VICHADA)","2021","07","22,270","8,640","113.87","jueves","2021 Jul 15 07:15:00 PM","8.31"
"99","VICHADA","99001","PUERTO CARREÑO","99001000","PUERTO CARREÑO (PUERTO CARREÑO - VICHADA)","2021","07","2,154,809","748,079","3,975.84","jueves","2021 Jul 29 02:15:00 PM","23.59"
"99","VICHADA","99624","SANTA ROSALÍA","99624000","SANTA ROSALÍA (SANTA ROSALÍA - VICHADA)","2021","07","126,001","66,150","314.45","martes","2021 Jul 06 07:30:00 PM","18.16"
"91","AMAZONAS","91001","LETICIA","91001000","LETICIA (LETICIA - AMAZONAS)","2021","06","3,289,472","1,020,489","6,802.93","jueves","2021 Jun 10 02:45:00 PM","24"
"91","AMAZONAS","91540","PUERTO NARIÑO","91540000","PUERTO NARIÑO (PUERTO NARIÑO - AMAZONAS)","2021","06","100,352","34,091","221.06","jueves","2021 Jun 03 06:30:00 PM","23.57"
"91","AMAZONAS","91798","TARAPACÁ (ANM)","91798000","TARAPACÁ (TARAPACÁ (ANM) - AMAZONAS)","2021","06","22,248","9,635","83.47","jueves","2021 Jun 17 03:15:00 PM","10.15"
"5","ANTIOQUIA","5873","VIGÍA DEL FUERTE","5873002","VEGÁEZ (VIGÍA DEL FUERTE - ANTIOQUIA)","2021","06","4,629","305","42.21","viernes","2021 Jun 18 05:30:00 PM","6.33"
"5","ANTIOQUIA","5873","VIGÍA DEL FUERTE","5873000","VIGÍA DEL FUERTE (VIGÍA DEL FUERTE - ANTIOQUIA)","2021","06","114,198","50,553","320.32","domingo","2021 Jun 06 07:30:00 PM","14"
"88","ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA","88001","SAN ANDRÉS","88001000","SAN ANDRÉS (SAN ANDRÉS - ARCHIPIÉLAGO DE SAN ANDRÉS Y PROVIDENCIA)","2021","06","16,428,918","4,618,390","28,402.76","jueves","2021 Jun 17 03:45:00 PM","24"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001007","ISLA FUERTE (CARTAGENA DE INDIAS - BOLÍVAR)","2021","06","27,979","15,039","165.37","sábado","2021 Jun 19 09:00:00 PM","7.22"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001037","ISLA MÚCURA (CARTAGENA DE INDIAS - BOLÍVAR)","2021","06","6,701","2,324","19.87","lunes","2021 Jun 07 02:45:00 PM","15.32"
"13","BOLÍVAR","13001","CARTAGENA DE INDIAS","13001017","SANTA CRUZ DEL ISLOTE (CARTAGENA DE INDIAS - BOLÍVAR)","2021","06","18,743","6,651","46.91","martes","2021 Jun 29 10:15:00 PM","17.42"
"18","CAQUETÁ","18150","CARTAGENA DEL CHAIRÁ","18150001","REMOLINO DEL CAGUÁN (CARTAGENA DEL CHAIRA - CAQUETÁ)","2021","06","14,606","6,595","78.57","sábado","2021 Jun 19 06:45:00 PM","8.09"
"18","CAQUETÁ","18753","SAN VICENTE DEL CAGUÁN","18753002","GUACAMAYAS (SAN VICENTE DEL CAGUÁN - CAQUETÁ)","2021","06","1,137","455","33.46","jueves","2021 Jun 03 07:15:00 PM","1.48"
"18","CAQUETÁ","18753","SAN VICENTE DEL CAGUÁN","18753015","GUAYABAL (SAN VICENTE DEL CAGUÁN - CAQUETÁ)","2021","06","5,187","2,622","35.73","domingo","2021 Jun 07 12:00:00 AM","6.15"
"18","CAQUETÁ","18753","SAN VICENTE DEL CAGUÁN","18753009","PUERTO BETANIA (SAN VICENTE DEL CAGUÁN - CAQUETÁ)","2021","06","5,144","1,989","44.36","sábado","2021 Jun 05 07:00:00 PM","5.11"
"85","CASANARE","85430","TRINIDAD","85430001","BOCAS DEL PAUTO (TRINIDAD - CASANARE)","2021","06","12,348","7,301","82.5","miércoles","2021 Jun 09 06:45:00 PM","6.35"
"19","CAUCA","19318","GUAPI","19318008","LIMONES (GUAPI - CAUCA)","2021","06","8,067","3,358","36.03","viernes","2021 Jun 25 04:30:00 PM","9.44"
"19","CAUCA","19318","GUAPI","19318013","SAN ANTONIO DE GUAJUÍ (GUAPI - CAUCA)","2021","06","11,594","5,021","51.1","sábado","2021 Jun 12 07:30:00 PM","9.57"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418024","BETANIA - NAYA (LÓPEZ (MICAY) - CAUCA)","2021","06","6,346","2,215","29.52","sábado","2021 Jun 26 07:45:00 PM","8.54"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418033","BOCA GRANDE (LÓPEZ (MICAY) - CAUCA)","2021","06","4,352","855","28.76","lunes","2021 Jun 21 06:45:00 PM","6.6"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418038","ISLA DE GALLO (LÓPEZ DE MICAY - CAUCA)","2021","06","3,590","1,456","24.58","sábado","2021 Jun 26 06:30:00 PM","5.58"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418009","NOANAMITO (LÓPEZ DE MICAY - CAUCA)","2021","06","7,106","2,037","40","sábado","2021 Jun 26 07:00:00 PM","8.11"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418015","SAN ISIDRO (LÓPEZ DE MICAY - CAUCA)","2021","06","846","316","6.05","viernes","2021 Jun 04 06:15:00 PM","6.24"
"19","CAUCA","19418","LÓPEZ DE MICAY","19418019","ZARAGOZA (LOPEZ DE MICAY - CAUCA)","2021","06","11,364","5,167","61.25","viernes","2021 Jun 25 06:45:00 PM","9.09"
